image,path,uncertainty
0000348_00589_d_0000409.jpg,data\drifted\fog\val\images\0000348_00589_d_0000409.jpg,0.5543
0000193_02212_d_0000115.jpg,data\drifted\fog\val\images\0000193_02212_d_0000115.jpg,0.5541
0000271_07201_d_0000408.jpg,data\drifted\fog\val\images\0000271_07201_d_0000408.jpg,0.5531
0000291_01201_d_0000874.jpg,data\drifted\fog\val\images\0000291_01201_d_0000874.jpg,0.5531
0000155_01201_d_0000001.jpg,data\drifted\fog\val\images\0000155_01201_d_0000001.jpg,0.5531
0000289_04201_d_0000832.jpg,data\drifted\fog\val\images\0000289_04201_d_0000832.jpg,0.553
0000213_02965_d_0000241.jpg,data\drifted\fog\val\images\0000213_02965_d_0000241.jpg,0.5527
0000116_01338_d_0000086.jpg,data\drifted\fog\val\images\0000116_01338_d_0000086.jpg,0.552
0000155_00801_d_0000001.jpg,data\drifted\fog\val\images\0000155_00801_d_0000001.jpg,0.5518
0000116_01059_d_0000085.jpg,data\drifted\fog\val\images\0000116_01059_d_0000085.jpg,0.5517
0000356_03333_d_0000646.jpg,data\drifted\fog\val\images\0000356_03333_d_0000646.jpg,0.551
0000242_01139_d_0000006.jpg,data\drifted\fog\val\images\0000242_01139_d_0000006.jpg,0.5503
0000327_04201_d_0000732.jpg,data\drifted\fog\val\images\0000327_04201_d_0000732.jpg,0.5501
0000153_00801_d_0000001.jpg,data\drifted\fog\val\images\0000153_00801_d_0000001.jpg,0.5494
0000154_01601_d_0000001.jpg,data\drifted\fog\val\images\0000154_01601_d_0000001.jpg,0.5488
0000289_04401_d_0000833.jpg,data\drifted\fog\val\images\0000289_04401_d_0000833.jpg,0.5484
0000291_01001_d_0000873.jpg,data\drifted\fog\val\images\0000291_01001_d_0000873.jpg,0.5484
0000313_06401_d_0000468.jpg,data\drifted\fog\val\images\0000313_06401_d_0000468.jpg,0.548
0000244_00500_d_0000002.jpg,data\drifted\fog\val\images\0000244_00500_d_0000002.jpg,0.545
0000342_00393_d_0000244.jpg,data\drifted\fog\val\images\0000342_00393_d_0000244.jpg,0.5442
0000256_02173_d_0000030.jpg,data\drifted\fog\val\images\0000256_02173_d_0000030.jpg,0.5441
0000346_07057_d_0000382.jpg,data\drifted\fog\val\images\0000346_07057_d_0000382.jpg,0.5439
0000295_01600_d_0000029.jpg,data\drifted\fog\val\images\0000295_01600_d_0000029.jpg,0.5434
0000194_00000_d_0000119.jpg,data\drifted\fog\val\images\0000194_00000_d_0000119.jpg,0.5417
0000153_01201_d_0000001.jpg,data\drifted\fog\val\images\0000153_01201_d_0000001.jpg,0.5401
0000155_01601_d_0000001.jpg,data\drifted\fog\val\images\0000155_01601_d_0000001.jpg,0.5398
0000316_01001_d_0000524.jpg,data\drifted\fog\val\images\0000316_01001_d_0000524.jpg,0.5398
0000276_00001_d_0000507.jpg,data\drifted\fog\val\images\0000276_00001_d_0000507.jpg,0.5398
0000165_04325_d_0000105.jpg,data\drifted\fog\val\images\0000165_04325_d_0000105.jpg,0.5398
0000193_02029_d_0000114.jpg,data\drifted\fog\val\images\0000193_02029_d_0000114.jpg,0.5395
0000023_01233_d_0000011.jpg,data\drifted\fog\val\images\0000023_01233_d_0000011.jpg,0.5392
0000283_00801_d_0000678.jpg,data\drifted\fog\val\images\0000283_00801_d_0000678.jpg,0.5387
0000155_01871_d_0000001.jpg,data\drifted\fog\val\images\0000155_01871_d_0000001.jpg,0.5383
0000153_01601_d_0000001.jpg,data\drifted\fog\val\images\0000153_01601_d_0000001.jpg,0.5376
0000276_02801_d_0000521.jpg,data\drifted\fog\val\images\0000276_02801_d_0000521.jpg,0.5371
0000291_02601_d_0000881.jpg,data\drifted\fog\val\images\0000291_02601_d_0000881.jpg,0.5368
0000283_00601_d_0000677.jpg,data\drifted\fog\val\images\0000283_00601_d_0000677.jpg,0.5366
0000356_02353_d_0000641.jpg,data\drifted\fog\val\images\0000356_02353_d_0000641.jpg,0.5363
0000327_03601_d_0000729.jpg,data\drifted\fog\val\images\0000327_03601_d_0000729.jpg,0.5362
0000291_04001_d_0000888.jpg,data\drifted\fog\val\images\0000291_04001_d_0000888.jpg,0.536
0000316_00801_d_0000523.jpg,data\drifted\fog\val\images\0000316_00801_d_0000523.jpg,0.5356
0000117_00112_d_0000087.jpg,data\drifted\fog\val\images\0000117_00112_d_0000087.jpg,0.5351
0000166_00558_d_0000118.jpg,data\drifted\fog\val\images\0000166_00558_d_0000118.jpg,0.5349
0000316_00001_d_0000519.jpg,data\drifted\fog\val\images\0000316_00001_d_0000519.jpg,0.5346
0000327_00601_d_0000714.jpg,data\drifted\fog\val\images\0000327_00601_d_0000714.jpg,0.5343
0000360_05685_d_0000742.jpg,data\drifted\fog\val\images\0000360_05685_d_0000742.jpg,0.5342
0000287_01801_d_0000768.jpg,data\drifted\fog\val\images\0000287_01801_d_0000768.jpg,0.5342
0000155_00001_d_0000001.jpg,data\drifted\fog\val\images\0000155_00001_d_0000001.jpg,0.5341
0000327_04001_d_0000731.jpg,data\drifted\fog\val\images\0000327_04001_d_0000731.jpg,0.5339
0000360_00785_d_0000717.jpg,data\drifted\fog\val\images\0000360_00785_d_0000717.jpg,0.5326
0000277_01601_d_0000547.jpg,data\drifted\fog\val\images\0000277_01601_d_0000547.jpg,0.532
0000313_06601_d_0000469.jpg,data\drifted\fog\val\images\0000313_06601_d_0000469.jpg,0.5303
0000295_02400_d_0000033.jpg,data\drifted\fog\val\images\0000295_02400_d_0000033.jpg,0.5301
0000280_00601_d_0000615.jpg,data\drifted\fog\val\images\0000280_00601_d_0000615.jpg,0.5301
0000163_00359_d_0000001.jpg,data\drifted\fog\val\images\0000163_00359_d_0000001.jpg,0.5297
0000291_05201_d_0000893.jpg,data\drifted\fog\val\images\0000291_05201_d_0000893.jpg,0.5293
0000356_03921_d_0000649.jpg,data\drifted\fog\val\images\0000356_03921_d_0000649.jpg,0.5293
0000300_03201_d_0000154.jpg,data\drifted\fog\val\images\0000300_03201_d_0000154.jpg,0.5289
0000359_00393_d_0000701.jpg,data\drifted\fog\val\images\0000359_00393_d_0000701.jpg,0.5288
0000223_01802_d_0000005.jpg,data\drifted\fog\val\images\0000223_01802_d_0000005.jpg,0.5287
0000356_02157_d_0000640.jpg,data\drifted\fog\val\images\0000356_02157_d_0000640.jpg,0.5287
0000154_01201_d_0000001.jpg,data\drifted\fog\val\images\0000154_01201_d_0000001.jpg,0.5285
0000295_02200_d_0000032.jpg,data\drifted\fog\val\images\0000295_02200_d_0000032.jpg,0.5284
0000193_01705_d_0000112.jpg,data\drifted\fog\val\images\0000193_01705_d_0000112.jpg,0.5282
0000213_03478_d_0000242.jpg,data\drifted\fog\val\images\0000213_03478_d_0000242.jpg,0.5276
0000276_06001_d_0000537.jpg,data\drifted\fog\val\images\0000276_06001_d_0000537.jpg,0.5274
0000364_01177_d_0000799.jpg,data\drifted\fog\val\images\0000364_01177_d_0000799.jpg,0.5272
0000360_06273_d_0000745.jpg,data\drifted\fog\val\images\0000360_06273_d_0000745.jpg,0.5266
0000289_00401_d_0000813.jpg,data\drifted\fog\val\images\0000289_00401_d_0000813.jpg,0.5263
0000327_02601_d_0000724.jpg,data\drifted\fog\val\images\0000327_02601_d_0000724.jpg,0.5259
0000356_05097_d_0000655.jpg,data\drifted\fog\val\images\0000356_05097_d_0000655.jpg,0.5256
0000289_05601_d_0000839.jpg,data\drifted\fog\val\images\0000289_05601_d_0000839.jpg,0.5247
0000323_02601_d_0000645.jpg,data\drifted\fog\val\images\0000323_02601_d_0000645.jpg,0.5245
0000115_01031_d_0000082.jpg,data\drifted\fog\val\images\0000115_01031_d_0000082.jpg,0.5245
0000271_00801_d_0000378.jpg,data\drifted\fog\val\images\0000271_00801_d_0000378.jpg,0.5226
0000155_00401_d_0000001.jpg,data\drifted\fog\val\images\0000155_00401_d_0000001.jpg,0.5226
0000116_00351_d_0000083.jpg,data\drifted\fog\val\images\0000116_00351_d_0000083.jpg,0.5224
0000291_03601_d_0000886.jpg,data\drifted\fog\val\images\0000291_03601_d_0000886.jpg,0.5217
0000117_02708_d_0000090.jpg,data\drifted\fog\val\images\0000117_02708_d_0000090.jpg,0.5215
0000001_02999_d_0000005.jpg,data\drifted\fog\val\images\0000001_02999_d_0000005.jpg,0.5209
0000316_00201_d_0000520.jpg,data\drifted\fog\val\images\0000316_00201_d_0000520.jpg,0.5208
0000001_08414_d_0000013.jpg,data\drifted\fog\val\images\0000001_08414_d_0000013.jpg,0.5205
0000163_00001_d_0000001.jpg,data\drifted\fog\val\images\0000163_00001_d_0000001.jpg,0.5185
0000117_01326_d_0000088.jpg,data\drifted\fog\val\images\0000117_01326_d_0000088.jpg,0.5182
0000215_00000_d_0000256.jpg,data\drifted\fog\val\images\0000215_00000_d_0000256.jpg,0.5176
0000359_03333_d_0000711.jpg,data\drifted\fog\val\images\0000359_03333_d_0000711.jpg,0.5175
0000271_00601_d_0000377.jpg,data\drifted\fog\val\images\0000271_00601_d_0000377.jpg,0.5173
0000291_04201_d_0000889.jpg,data\drifted\fog\val\images\0000291_04201_d_0000889.jpg,0.5169
0000276_01401_d_0000514.jpg,data\drifted\fog\val\images\0000276_01401_d_0000514.jpg,0.5166
0000271_02401_d_0000385.jpg,data\drifted\fog\val\images\0000271_02401_d_0000385.jpg,0.5164
0000103_01734_d_0000028.jpg,data\drifted\fog\val\images\0000103_01734_d_0000028.jpg,0.5154
0000249_00001_d_0000001.jpg,data\drifted\fog\val\images\0000249_00001_d_0000001.jpg,0.5142
0000154_00401_d_0000001.jpg,data\drifted\fog\val\images\0000154_00401_d_0000001.jpg,0.514
0000154_00001_d_0000001.jpg,data\drifted\fog\val\images\0000154_00001_d_0000001.jpg,0.5139
0000277_00201_d_0000540.jpg,data\drifted\fog\val\images\0000277_00201_d_0000540.jpg,0.5137
0000213_04405_d_0000244.jpg,data\drifted\fog\val\images\0000213_04405_d_0000244.jpg,0.5135
0000301_01001_d_0000161.jpg,data\drifted\fog\val\images\0000301_01001_d_0000161.jpg,0.5132
0000276_01001_d_0000512.jpg,data\drifted\fog\val\images\0000276_01001_d_0000512.jpg,0.5131
0000316_00601_d_0000522.jpg,data\drifted\fog\val\images\0000316_00601_d_0000522.jpg,0.5131
0000356_01961_d_0000639.jpg,data\drifted\fog\val\images\0000356_01961_d_0000639.jpg,0.5128
0000277_04001_d_0000558.jpg,data\drifted\fog\val\images\0000277_04001_d_0000558.jpg,0.5125
0000289_04601_d_0000834.jpg,data\drifted\fog\val\images\0000289_04601_d_0000834.jpg,0.5124
0000348_03333_d_0000423.jpg,data\drifted\fog\val\images\0000348_03333_d_0000423.jpg,0.5124
0000360_00589_d_0000716.jpg,data\drifted\fog\val\images\0000360_00589_d_0000716.jpg,0.5123
0000244_04400_d_0000010.jpg,data\drifted\fog\val\images\0000244_04400_d_0000010.jpg,0.5116
0000356_01177_d_0000635.jpg,data\drifted\fog\val\images\0000356_01177_d_0000635.jpg,0.5114
0000153_00001_d_0000001.jpg,data\drifted\fog\val\images\0000153_00001_d_0000001.jpg,0.5112
0000330_04201_d_0000821.jpg,data\drifted\fog\val\images\0000330_04201_d_0000821.jpg,0.5106
0000196_04512_d_0000144.jpg,data\drifted\fog\val\images\0000196_04512_d_0000144.jpg,0.5104
0000295_02000_d_0000031.jpg,data\drifted\fog\val\images\0000295_02000_d_0000031.jpg,0.5093
0000277_03401_d_0000555.jpg,data\drifted\fog\val\images\0000277_03401_d_0000555.jpg,0.5078
0000162_00801_d_0000001.jpg,data\drifted\fog\val\images\0000162_00801_d_0000001.jpg,0.5077
0000277_02601_d_0000552.jpg,data\drifted\fog\val\images\0000277_02601_d_0000552.jpg,0.5073
0000360_00001_d_0000713.jpg,data\drifted\fog\val\images\0000360_00001_d_0000713.jpg,0.5072
0000277_02401_d_0000551.jpg,data\drifted\fog\val\images\0000277_02401_d_0000551.jpg,0.507
0000360_02745_d_0000727.jpg,data\drifted\fog\val\images\0000360_02745_d_0000727.jpg,0.5068
0000360_00981_d_0000718.jpg,data\drifted\fog\val\images\0000360_00981_d_0000718.jpg,0.5067
0000277_00001_d_0000539.jpg,data\drifted\fog\val\images\0000277_00001_d_0000539.jpg,0.5066
0000280_00401_d_0000614.jpg,data\drifted\fog\val\images\0000280_00401_d_0000614.jpg,0.5059
0000360_03529_d_0000731.jpg,data\drifted\fog\val\images\0000360_03529_d_0000731.jpg,0.5056
0000249_03400_d_0000010.jpg,data\drifted\fog\val\images\0000249_03400_d_0000010.jpg,0.5056
0000271_01601_d_0000381.jpg,data\drifted\fog\val\images\0000271_01601_d_0000381.jpg,0.5056
0000291_05001_d_0000892.jpg,data\drifted\fog\val\images\0000291_05001_d_0000892.jpg,0.5053
0000244_02000_d_0000005.jpg,data\drifted\fog\val\images\0000244_02000_d_0000005.jpg,0.5051
0000276_04801_d_0000531.jpg,data\drifted\fog\val\images\0000276_04801_d_0000531.jpg,0.5049
0000256_00715_d_0000019.jpg,data\drifted\fog\val\images\0000256_00715_d_0000019.jpg,0.5048
0000287_00001_d_0000759.jpg,data\drifted\fog\val\images\0000287_00001_d_0000759.jpg,0.5045
0000276_01801_d_0000516.jpg,data\drifted\fog\val\images\0000276_01801_d_0000516.jpg,0.5044
0000117_03096_d_0000091.jpg,data\drifted\fog\val\images\0000117_03096_d_0000091.jpg,0.5038
0000276_02601_d_0000520.jpg,data\drifted\fog\val\images\0000276_02601_d_0000520.jpg,0.5037
0000249_02900_d_0000009.jpg,data\drifted\fog\val\images\0000249_02900_d_0000009.jpg,0.5037
0000026_04500_d_0000033.jpg,data\drifted\fog\val\images\0000026_04500_d_0000033.jpg,0.5036
0000295_01800_d_0000030.jpg,data\drifted\fog\val\images\0000295_01800_d_0000030.jpg,0.5035
0000327_03201_d_0000727.jpg,data\drifted\fog\val\images\0000327_03201_d_0000727.jpg,0.5029
0000335_03137_d_0000059.jpg,data\drifted\fog\val\images\0000335_03137_d_0000059.jpg,0.5025
0000356_04313_d_0000651.jpg,data\drifted\fog\val\images\0000356_04313_d_0000651.jpg,0.502
0000335_02745_d_0000057.jpg,data\drifted\fog\val\images\0000335_02745_d_0000057.jpg,0.5015
0000277_04201_d_0000559.jpg,data\drifted\fog\val\images\0000277_04201_d_0000559.jpg,0.5007
0000359_01177_d_0000705.jpg,data\drifted\fog\val\images\0000359_01177_d_0000705.jpg,0.5002
0000215_02667_d_0000262.jpg,data\drifted\fog\val\images\0000215_02667_d_0000262.jpg,0.4998
0000327_03801_d_0000730.jpg,data\drifted\fog\val\images\0000327_03801_d_0000730.jpg,0.4997
0000287_00801_d_0000763.jpg,data\drifted\fog\val\images\0000287_00801_d_0000763.jpg,0.4997
0000280_00001_d_0000612.jpg,data\drifted\fog\val\images\0000280_00001_d_0000612.jpg,0.4995
0000356_03529_d_0000647.jpg,data\drifted\fog\val\images\0000356_03529_d_0000647.jpg,0.4987
0000359_00589_d_0000702.jpg,data\drifted\fog\val\images\0000359_00589_d_0000702.jpg,0.4982
0000356_03725_d_0000648.jpg,data\drifted\fog\val\images\0000356_03725_d_0000648.jpg,0.4981
0000001_03499_d_0000006.jpg,data\drifted\fog\val\images\0000001_03499_d_0000006.jpg,0.4977
0000277_03201_d_0000554.jpg,data\drifted\fog\val\images\0000277_03201_d_0000554.jpg,0.4975
0000242_00500_d_0000002.jpg,data\drifted\fog\val\images\0000242_00500_d_0000002.jpg,0.4975
0000335_02549_d_0000056.jpg,data\drifted\fog\val\images\0000335_02549_d_0000056.jpg,0.4973
0000327_02801_d_0000725.jpg,data\drifted\fog\val\images\0000327_02801_d_0000725.jpg,0.4972
0000356_04901_d_0000654.jpg,data\drifted\fog\val\images\0000356_04901_d_0000654.jpg,0.496
0000244_05400_d_0000012.jpg,data\drifted\fog\val\images\0000244_05400_d_0000012.jpg,0.4954
0000242_00001_d_0000001.jpg,data\drifted\fog\val\images\0000242_00001_d_0000001.jpg,0.4953
0000291_01601_d_0000876.jpg,data\drifted\fog\val\images\0000291_01601_d_0000876.jpg,0.495
0000360_07057_d_0000749.jpg,data\drifted\fog\val\images\0000360_07057_d_0000749.jpg,0.4948
0000330_01201_d_0000806.jpg,data\drifted\fog\val\images\0000330_01201_d_0000806.jpg,0.4941
0000335_02353_d_0000055.jpg,data\drifted\fog\val\images\0000335_02353_d_0000055.jpg,0.4935
0000360_04705_d_0000737.jpg,data\drifted\fog\val\images\0000360_04705_d_0000737.jpg,0.4934
0000280_03201_d_0000628.jpg,data\drifted\fog\val\images\0000280_03201_d_0000628.jpg,0.4933
0000283_01001_d_0000679.jpg,data\drifted\fog\val\images\0000283_01001_d_0000679.jpg,0.4933
0000291_00601_d_0000871.jpg,data\drifted\fog\val\images\0000291_00601_d_0000871.jpg,0.4932
0000291_02201_d_0000879.jpg,data\drifted\fog\val\images\0000291_02201_d_0000879.jpg,0.4931
0000335_00981_d_0000048.jpg,data\drifted\fog\val\images\0000335_00981_d_0000048.jpg,0.4931
0000287_00601_d_0000762.jpg,data\drifted\fog\val\images\0000287_00601_d_0000762.jpg,0.4928
0000315_01601_d_0000509.jpg,data\drifted\fog\val\images\0000315_01601_d_0000509.jpg,0.4926
0000291_04401_d_0000890.jpg,data\drifted\fog\val\images\0000291_04401_d_0000890.jpg,0.4923
0000301_00001_d_0000156.jpg,data\drifted\fog\val\images\0000301_00001_d_0000156.jpg,0.4919
0000287_01401_d_0000766.jpg,data\drifted\fog\val\images\0000287_01401_d_0000766.jpg,0.4917
0000358_03333_d_0000697.jpg,data\drifted\fog\val\images\0000358_03333_d_0000697.jpg,0.4914
0000153_01801_d_0000001.jpg,data\drifted\fog\val\images\0000153_01801_d_0000001.jpg,0.491
0000244_05900_d_0000013.jpg,data\drifted\fog\val\images\0000244_05900_d_0000013.jpg,0.4908
0000244_00001_d_0000001.jpg,data\drifted\fog\val\images\0000244_00001_d_0000001.jpg,0.49
0000242_05570_d_0000016.jpg,data\drifted\fog\val\images\0000242_05570_d_0000016.jpg,0.4899
0000001_05249_d_0000009.jpg,data\drifted\fog\val\images\0000001_05249_d_0000009.jpg,0.4899
0000213_04998_d_0000245.jpg,data\drifted\fog\val\images\0000213_04998_d_0000245.jpg,0.4899
0000327_00801_d_0000715.jpg,data\drifted\fog\val\images\0000327_00801_d_0000715.jpg,0.4896
0000356_02745_d_0000643.jpg,data\drifted\fog\val\images\0000356_02745_d_0000643.jpg,0.4895
0000360_00197_d_0000714.jpg,data\drifted\fog\val\images\0000360_00197_d_0000714.jpg,0.4894
0000244_01000_d_0000003.jpg,data\drifted\fog\val\images\0000244_01000_d_0000003.jpg,0.4891
0000360_02941_d_0000728.jpg,data\drifted\fog\val\images\0000360_02941_d_0000728.jpg,0.4883
0000069_00001_d_0000001.jpg,data\drifted\fog\val\images\0000069_00001_d_0000001.jpg,0.4882
0000289_04801_d_0000835.jpg,data\drifted\fog\val\images\0000289_04801_d_0000835.jpg,0.4867
0000213_05340_d_0000246.jpg,data\drifted\fog\val\images\0000213_05340_d_0000246.jpg,0.4865
0000276_04201_d_0000528.jpg,data\drifted\fog\val\images\0000276_04201_d_0000528.jpg,0.4861
0000249_02073_d_0000007.jpg,data\drifted\fog\val\images\0000249_02073_d_0000007.jpg,0.4855
0000359_00785_d_0000703.jpg,data\drifted\fog\val\images\0000359_00785_d_0000703.jpg,0.4855
0000069_01109_d_0000004.jpg,data\drifted\fog\val\images\0000069_01109_d_0000004.jpg,0.485
0000280_01001_d_0000617.jpg,data\drifted\fog\val\images\0000280_01001_d_0000617.jpg,0.4849
0000289_01401_d_0000818.jpg,data\drifted\fog\val\images\0000289_01401_d_0000818.jpg,0.4847
0000287_02601_d_0000772.jpg,data\drifted\fog\val\images\0000287_02601_d_0000772.jpg,0.4838
0000327_00401_d_0000713.jpg,data\drifted\fog\val\images\0000327_00401_d_0000713.jpg,0.4834
0000242_06010_d_0000017.jpg,data\drifted\fog\val\images\0000242_06010_d_0000017.jpg,0.483
0000115_00315_d_0000080.jpg,data\drifted\fog\val\images\0000115_00315_d_0000080.jpg,0.4829
0000193_00000_d_0000103.jpg,data\drifted\fog\val\images\0000193_00000_d_0000103.jpg,0.4823
0000242_00627_d_0000003.jpg,data\drifted\fog\val\images\0000242_00627_d_0000003.jpg,0.482
0000194_01192_d_0000125.jpg,data\drifted\fog\val\images\0000194_01192_d_0000125.jpg,0.482
0000271_03001_d_0000387.jpg,data\drifted\fog\val\images\0000271_03001_d_0000387.jpg,0.4819
